sample_size,learner,calibration_method,raw_bin,raw_bin_mid,raw_bin_lower,raw_bin_upper,corrected_rate,wrong_rate,total_flip_rate,count
5000,GBRT 8,Causal Isotonic,23,-0.100179197246796,-0.114443268263544,-0.0871027829962102,0,0,0,49469
5000,GBRT 8,Causal Isotonic,26,-0.01834488343405,-0.0324202077661663,-0.00507916412104698,0.00269651106020205,-0.0122131670860405,0.0149096781462425,133135
5000,GBRT 8,Causal Isotonic,18,-0.237205550054197,-0.251149332057249,-0.223808693597253,0,0,0,22811
5000,GBRT 8,Causal Isotonic,28,0.0335461787471284,0.0222623591361803,0.0496025583488423,0.235467152262222,-0.357963300182098,0.59343045244432,57112
5000,GBRT 8,Causal Isotonic,15,-0.319327092275958,-0.333170572486366,-0.305836889383652,0,0,0,17051
5000,GBRT 8,Causal Isotonic,12,-0.401200919643285,-0.415196190875971,-0.387858253094781,0,0,0,13229
5000,GBRT 8,Causal Isotonic,20,-0.18251735336496,-0.196467157827285,-0.169126606233585,0,0,0,29071
5000,GBRT 8,Causal Isotonic,22,-0.127705293056773,-0.141784816242245,-0.114444058924626,0,0,0,39955
5000,GBRT 8,Causal Isotonic,8,-0.510357737504184,-0.524560753725036,-0.497222204358937,0,0,0,9171
5000,GBRT 8,Causal Isotonic,3,-0.647404946729878,-0.661262140118478,-0.633935355205077,0,0,0,4231
5000,GBRT 8,Causal Isotonic,16,-0.291966017021315,-0.30583134404197,-0.278491515214486,0,0,0,18732
5000,GBRT 8,Causal Isotonic,21,-0.155082173608753,-0.16912600718814,-0.141785087919279,0,0,0,33288
5000,GBRT 8,Causal Isotonic,19,-0.209863690569404,-0.223807785673188,-0.196469344914772,0,0,0,25338
5000,GBRT 8,Causal Isotonic,5,-0.592434940203926,-0.606581370148347,-0.579244164827284,0,0,0,6259
5000,GBRT 8,Causal Isotonic,29,0.0608324853520544,0.0496035888636648,0.076943832538525,0.164225598426057,-0.258771450431741,0.422997048857799,18298
5000,GBRT 8,Causal Isotonic,17,-0.264579387361527,-0.278489794157052,-0.251152461479459,0,0,0,20358
5000,GBRT 8,Causal Isotonic,10,-0.455973701284801,-0.469875131418284,-0.442538138727798,0,0,0,11118
5000,GBRT 8,Causal Isotonic,6,-0.565304962233397,-0.579243349040231,-0.551904218981663,0,0,0,7218
5000,GBRT 8,Causal Isotonic,13,-0.374024730240152,-0.387854734088121,-0.360515264996286,0,0,0,14670
5000,GBRT 8,Causal Isotonic,30,0.0886392067856137,0.0769463703929795,0.10428548594294,0.173828125,-0.184495192307692,0.358323317307692,6656
5000,GBRT 8,Causal Isotonic,4,-0.619818306713637,-0.633921875093343,-0.606585371065602,0,0,0,5287
5000,GBRT 8,Causal Isotonic,9,-0.483265902078649,-0.497216488795928,-0.469884261421665,0,0,0,10071
5000,GBRT 8,Causal Isotonic,1,-0.701673782108709,-0.715949912284164,-0.688609419457464,0,0,0,2957
5000,GBRT 8,Causal Isotonic,2,-0.67455831533919,-0.688602784566777,-0.661283874925149,0,0,0,3564
5000,RF,Causal Isotonic,24,-0.0368002275927992,-0.0533646587508198,-0.0233914422335808,0,0,0,96601
5000,RF,Causal Isotonic,13,-0.367903368695759,-0.383081031290076,-0.353108892635371,0,0,0,16591
5000,RF,Causal Isotonic,26,0.0184375425568632,0.0065831918428003,0.0365561117404166,0.608609671308728,-0.358573242573742,0.967182913882471,96078
5000,RF,Causal Isotonic,23,-0.0675475214581003,-0.0833385485505726,-0.0533660905238168,0,0,0,61023
5000,RF,Causal Isotonic,5,-0.607302455418966,-0.622871255682035,-0.592901894715875,0,0,0,7529
5000,RF,Causal Isotonic,15,-0.308050841285275,-0.32313241055549,-0.293160981892215,0,0,0,19545
5000,RF,Causal Isotonic,25,-0.00763767688251317,-0.0233912671144599,0.00658282743166657,0.147027118878074,-0.076529718190942,0.223556837069016,188319
5000,RF,Causal Isotonic,22,-0.0977636642609286,-0.113312318852067,-0.0833405420525176,0,0,0,46530
5000,RF,Causal Isotonic,28,0.0797869523269492,0.0665349945009516,0.0964932374728594,0.500304692260817,-0.375922540456361,0.876227232717178,14769
5000,RF,Causal Isotonic,21,-0.127932380106365,-0.143286895399156,-0.113314138528116,0,0,0,38437
5000,RF,Causal Isotonic,14,-0.337931624112079,-0.353105849121445,-0.323136144241668,0,0,0,18042
5000,RF,Causal Isotonic,27,0.049353347523396,0.0365571923550354,0.0665295654991727,0.539272784511255,-0.378120572957658,0.917393357468912,31765
5000,RF,Causal Isotonic,10,-0.457857409384974,-0.472997765824334,-0.443032867842996,0,0,0,12972
5000,RF,Causal Isotonic,19,-0.187876405283551,-0.203236640901267,-0.173262522450907,0,0,0,28845
5000,RF,Causal Isotonic,17,-0.247942305408387,-0.263183024343782,-0.233210894953246,0,0,0,23245
5000,RF,Causal Isotonic,12,-0.397844215755308,-0.413055928716608,-0.383083851696776,0,0,0,15287
5000,RF,Causal Isotonic,16,-0.278058207916436,-0.293157628863883,-0.263185295181326,0,0,0,21348
5000,RF,Causal Isotonic,18,-0.217991669222751,-0.233208097235792,-0.203238434240894,0,0,0,25882
5000,RF,Causal Isotonic,1,-0.726952988399395,-0.742772407617444,-0.712810159280969,0,0,0,3518
5000,RF,Causal Isotonic,11,-0.427908124751875,-0.44302723489247,-0.413058585065498,0,0,0,13879
5000,RF,Causal Isotonic,4,-0.637347853256359,-0.652845176346821,-0.622879165040326,0,0,0,6351
5000,RF,Causal Isotonic,7,-0.547735880982475,-0.562923143553088,-0.532953512660549,0,0,0,9578
5000,RF,Causal Isotonic,20,-0.157959599922394,-0.173261652350104,-0.143288583836634,0,0,0,32796
5000,RF,Causal Isotonic,29,0.109914541484484,0.0965089520629678,0.126476095431188,0.445232873177655,-0.364598116372081,0.809830989549736,7751
5000,RF,Causal Isotonic,6,-0.577546197496793,-0.592900534231819,-0.562936082031384,0,0,0,8469
5000,RF,Causal Isotonic,2,-0.697417213793635,-0.712794265752255,-0.682845345182874,0,0,0,4474
5000,RF,Causal Isotonic,9,-0.4877191684845,-0.502972041102282,-0.473005566264033,0,0,0,11752
5000,RF,Causal Isotonic,3,-0.667230800666826,-0.682820073014956,-0.652857483017355,0,0,0,5415
5000,RF,Causal Isotonic,8,-0.517828425349396,-0.532952403853102,-0.502983726432002,0,0,0,10553
5000,RF,Causal Isotonic,30,0.14042354430779,0.126480290249915,0.156453873602994,0.407216494845361,-0.335910652920962,0.743127147766323,4656
